IdCodigoBarras;IdProducto;CodigoBarras;ID_Sucursal
699;8176;7702006201049;30569
700;3044;7501124814090;30569
701;9560;7703819017841;30569
702;9561;7703819050107;30569
703;9562;GEL MATE;30569
704;11626;7704768003183;30569
705;9436;7702045555493;30569
706;5018;7501001303464;30569
708;8821;105;30569
709;11524;3591;30569
711;8137;7506078947917;30569
712;9583;7702011277718;30569
713;677;5034643009187;30569
715;9586;7707067510598;30569
716;9588;7707363480021;30569
717;7291;7702207316870;30569
718;9529;7701752002696;30569
719;259;7702973017025;30569
720;682;7707172680681;30569
722;827;7703763250127;30569
723;11345;3271;30569
726;741;7702560000102;30569
727;9600;751273778157;30569
728;681;7707172680483;30569
729;732;7703256120012;30569
730;9977;7704768001288;30569
731;8406;4005805129273;30569
732;8400;7702003006050;30569
733;1503;7896116861610;30569
735;5441;4005808321216;30569
738;8436;4005900140906;30569
