IdCodigoBarras;IdProducto;CodigoBarras;ID_Sucursal
1;5981;7707019381054;30572
2;5754;7896226503929;30572
3;1615;7704039112064;30572
4;6415;7707206270215;30572
5;1082;7702010630972;30572
6;2953;7707195901534;30572
7;1210;7702132004392;30572
8;1886;7707173600565;30572
9;2146;7791293521558;30572
10;2903;7899026422285;30572
11;2372;7321837701650;30572
12;1547;7703546201964;30572
13;1540;7703546041829;30572
14;2620;7703546201957;30572
15;1516;7703445210012;30572
16;2621;7702870003183;30572
17;1233;7702132008307;30572
18;1929;7707200900255;30572
19;5702;7703283400040;30572
20;12532;8437009433515;30572
21;1408;7703763780105;30572
22;4362;7702189025548;30572
23;3093;7702186023042;30572
25;1398;7702057214777;30572
26;1308;7702425524828;30572
27;5358;7898422746179;30572
28;5458;399402;30572
29;2630;7707322000123;30572
30;2631;7707285320214;30572
31;2055;7707232091808;30572
33;2632;7703234102849;30572
34;2633;7702057160111;30572
35;6655;7705323272112;30572
36;2112;7707331800479;30572
37;4673;7702035456632;30572
38;6365;7702605107131;30572
39;6178;7891010793289;30572
40;2636;7704039111531;30572
41;118;7702418000520;30572
42;3315;7702057075996;30572
43;8180;7794640171567;30572
44;123;7702418000872;30572
45;2713;7702035915542;30572
46;8475;7891024026373;30572
47;1630;7703281001980;30572
49;4489;7706569000439;30572
50;1739;7706569000323;30572
51;1745;7706569000675;30572
52;4662;4048846004543;30572
53;1619;7704112101077;30572
54;2638;7703381003631;30572
55;2639;7707270700038;30572
56;2640;7703038061793;30572
57;2641;7705959012182;30572
58;2274;78923454;30572
59;8280;7702195043413;30572
60;2643;7707297990504;30572
61;2644;7702870003169;30572
62;3625;7707282320132;30572
63;6853;225112;30572
64;8445;7707019300352;30572
65;2648;7703889152404;30572
66;6627;8470006941416;30572
67;7569;7707355400556;30572
68;788;7703381001989;30572
69;2964;1114;30572
70;203;7702605103164;30572
71;6010;7702132007065;30572
72;5042;7702098400184;30572
73;525;7702018913947;30572
74;929;7509546038445;30572
75;2226;7891010030087;30572
76;2653;7702018023721;30572
77;2654;7702018913619;30572
78;3946;7703763443048;30572
79;6120;7706569000668;30572
80;1348;7702502228502;30572
81;202;7702605103140;30572
82;3853;7705959013424;30572
83;10405;4891228300937;30572
84;9469;7703763450213;30572
85;10702;7702057012410;30572
86;5984;12360;30572
87;4056;079400110695;30572
88;9408;7794640660627;30572
89;10170;7702132011062;30572
90;1225;7702132007041;30572
91;6422;7702425547766;30572
92;2665;7501035908888;30572
93;6939;7702010971792;30572
94;1457;7702870000458;30572
95;11700;FEXOFENADINA 12;30572
96;9314;7702087505258;30572
97;2628;7707322000116;30572
98;7179;7707263000206;30572
99;2672;7702560004407;30572
100;4061;7702354023263;30572
101;4442;7702010920554;30572
102;2262;7891038301800;30572
103;1733;7706310000220;30572
104;8609;7501032907075;30572
105;12297;7702635720423;30572
106;11745;7704190043597;30572
109;5549;7509546008172;30572
110;2683;78925373;30572
111;2684;78924444;30572
112;2383;7451079001499;30572
113;5416;7702010920905;30572
114;9838;7509546066226;30572
115;502;7702003459016;30572
116;2685;7509546045610;30572
117;455;7509546028897;30572
118;2278;7896009400254;30572
119;4102;54644445;30572
120;4103;56451288;30572
121;5087;7703763476015;30572
122;4218;7792129001466;30572
123;8916;7702277148715;30572
124;3968;7702605106066;30572
125;9337;7702057160463;30572
126;5846;7702003579097;30572
128;545;7702026032951;30572
129;5499;7707355051048;30572
130;6031;7702635717416;30572
131;2695;78925526;30572
132;4412;079200002367;30572
133;6032;7703763991082;30572
134;4471;7703381002177;30572
135;3275;7703038045205;30572
136;2700;7791293149202;30572
137;5495;7703153022037;30572
138;6653;7702123006947;30572
139;2701;7706263200456;30572
140;5840;7707177971739;30572
141;1937;7707200900545;30572
142;1715;7706263006010;30572
143;1757;7706569001474;30572
